snow_depth,snow_water_equivalent,elevation_band,elevation,month,year,state
125,54.8,4,4600,04,08,wa
103,55.4,4,4600,05,08,wa
30,19.5,4,4600,06,08,wa
55,10.0,4,4600,01,09,wa
58,19.1,4,4600,02,09,wa
63,22.9,4,4600,03,09,wa
82,30.3,4,4600,04,09,wa
58,28.0,4,4600,05,09,wa
3,2.7,4,4600,06,09,wa
66,19.6,4,4600,01,10,wa
90,31.1,4,4600,02,10,wa
90,36.6,4,4600,03,10,wa
92,41.1,4,4600,04,10,wa
67,34.8,4,4600,05,10,wa
26,14.4,4,4600,06,10,wa
62,16.7,4,4600,01,11,wa
61,24.1,4,4600,02,11,wa
97,32.3,4,4600,03,11,wa
106,48.2,4,4600,04,11,wa
105,52.3,4,4600,05,11,wa
57,30.5,4,4600,06,11,wa
68,19.9,4,4600,01,12,wa
101,35.2,4,4600,02,12,wa
139,45.5,4,4600,03,12,wa
150,59.1,4,4600,04,12,wa
108,55.0,4,4600,05,12,wa
48,28.3,4,4600,06,12,wa
86,25.8,4,4600,01,13,wa
96,35.5,4,4600,02,13,wa
110,41.1,4,4600,03,13,wa
87,47.1,4,4600,04,13,wa
69,37.9,4,4600,05,13,wa
0,1.6,4,4600,06,13,wa
20,7.8,4,4600,01,14,wa
52,15.3,4,4600,02,14,wa
110,34.1,4,4600,03,14,wa
107,48.8,4,4600,04,14,wa
79,43.7,4,4600,05,14,wa
14,4.0,4,4600,06,14,wa
49,12.0,4,4600,01,15,wa
57,18.6,4,4600,02,15,wa
60,22.6,4,4600,03,15,wa
43,18.6,4,4600,04,15,wa
15,5.7,4,4600,05,15,wa
0,0.0,4,4600,06,15,wa
75,23.7,4,4600,01,16,wa
99,37.7,4,4600,02,16,wa
104,47.0,4,4600,03,16,wa
111,55.6,4,4600,04,16,wa
56,31.1,4,4600,05,16,wa
0,0.0,4,4600,06,16,wa
46,10.2,4,2140,01,08,wa
77,19.7,4,2140,02,08,wa
55,23.7,4,2140,03,08,wa
57,24.8,4,2140,04,08,wa
32,15.6,4,2140,05,08,wa
0,0.0,4,2140,06,08,wa
48,11.6,4,2140,01,09,wa
39,17.6,4,2140,02,09,wa
33,17.5,4,2140,03,09,wa
46,22.1,4,2140,04,09,wa
12,6.0,4,2140,05,09,wa
0,0.0,4,2140,06,09,wa
7,2.5,4,2140,01,10,wa
0,0.0,4,2140,02,10,wa
0,0.0,4,2140,03,10,wa
0,0.3,4,2140,04,10,wa
0,0.0,4,2140,05,10,wa
0,0.0,4,2140,06,10,wa
17,5.1,4,2140,01,11,wa
9,4.4,4,2140,02,11,wa
50,9.8,4,2140,03,11,wa
20,9.2,4,2140,04,11,wa
8,4.2,4,2140,05,11,wa
0,0.0,4,2140,06,11,wa
3,1.7,4,2140,01,12,wa
13,5.6,4,2140,02,12,wa
33,7.5,4,2140,03,12,wa
23,9.9,4,2140,04,12,wa
0,0.0,4,2140,05,12,wa
0,0.0,4,2140,06,12,wa
25,6.3,4,2140,01,13,wa
27,9.5,4,2140,02,13,wa
29,11.4,4,2140,03,13,wa
12,5.5,4,2140,04,13,wa
0,0.0,4,2140,05,13,wa
0,0.0,4,2140,06,13,wa
0,0.0,4,2140,01,14,wa
1,0.3,4,2140,02,14,wa
10,4.3,4,2140,03,14,wa
0,0.0,4,2140,04,14,wa
0,0.0,4,2140,05,14,wa
0,0.0,4,2140,06,14,wa
3,0.9,4,2140,01,15,wa
0,0.0,4,2140,02,15,wa
0,0.0,4,2140,03,15,wa
0,0.0,4,2140,04,15,wa
0,0.0,4,2140,05,15,wa
0,0.0,4,2140,06,15,wa
21,5.3,4,2140,01,16,wa
15,5.9,4,2140,02,16,wa
4,1.7,4,2140,03,16,wa
0,0.0,4,2140,04,16,wa
0,0.0,4,2140,05,16,wa
0,0.0,4,2140,06,16,wa
22,4.6,4,4309,01,10,wa
26,6.6,4,4309,02,10,wa
18,6.2,4,4309,03,10,wa
17,3.7,4,4309,01,11,wa
31,6.1,4,4309,02,11,wa
26,7.0,4,4309,03,11,wa
22,4.0,4,4309,02,12,wa
27,5.3,4,4309,02,12,wa
24,6.1,4,4309,03,12,wa
25,5.5,4,4309,02,13,wa
23,6.0,4,4309,03,13,wa
16,5.4,4,4309,03,13,wa
18,3.2,4,4309,02,14,wa
12,3.0,4,4309,03,14,wa
17,4.0,4,4309,01,15,wa
11,3.3,4,4309,02,15,wa
1,0.2,4,4309,03,15,wa
30,7.4,4,4309,01,16,wa
25,8.0,4,4309,02,16,wa
19,6.6,4,4309,03,16,wa
64,21.6,5,5800,01,00,wa
118,27.9,5,5800,02,00,wa
139,35.1,5,5800,03,00,wa
145,48.1,5,5800,04,00,wa
121,52.0,5,5800,05,00,wa
88,30.6,5,5800,06,00,wa
,10.7,5,5800,01,01,wa
61,15.9,5,5800,02,01,wa
67,19.3,5,5800,03,01,wa
77,25.2,5,5800,04,01,wa
90,29.4,5,5800,05,01,wa
35,12.9,5,5800,06,01,wa
81,25.6,5,5800,01,02,wa
132,41.8,5,5800,02,02,wa
121,47.5,5,5800,03,02,wa
154,60.6,5,5800,04,02,wa
128,65.7,5,5800,05,02,wa
91,45.0,5,5800,06,02,wa
61,16.8,5,5800,01,03,wa
71,27.1,5,5800,02,03,wa
89,34.6,5,5800,03,03,wa
127,48.4,5,5800,04,03,wa
123,53.0,5,5800,05,03,wa
84,42.0,5,5800,06,03,wa
89,24.9,5,5800,01,04,wa
131,42.3,5,5800,02,04,wa
126,49.1,5,5800,03,04,wa
129,58.2,5,5800,04,04,wa
99,54.3,5,5800,05,04,wa
59,31.9,5,5800,06,04,wa
36,10.0,5,5800,01,05,wa
29,10.6,5,5800,02,05,wa
41,13.2,5,5800,03,05,wa
70,20.4,5,5800,04,05,wa
53,21.9,5,5800,05,05,wa
1,1.8,5,5800,06,05,wa
77,22.0,5,5800,01,06,wa
142,45.7,5,5800,02,06,wa
151,55.1,5,5800,03,06,wa
159,58.9,5,5800,04,06,wa
141,62.6,5,5800,05,06,wa
94,48.2,5,5800,06,06,wa
78,26.4,5,5800,01,07,wa
99,38.0,5,5800,02,07,wa
147,49.9,5,5800,03,07,wa
114,54.1,5,5800,04,07,wa
105,56.9,5,5800,05,07,wa
54,26.7,5,5800,06,07,wa
87,21.6,5,5800,01,08,wa
135,38.3,5,5800,02,08,wa
143,53.6,5,5800,03,08,wa
167,65.7,5,5800,04,08,wa
156,71.9,5,5800,05,08,wa
100,55.8,5,5800,06,08,wa
85,20.2,5,5800,01,09,wa
88,38.2,5,5800,02,09,wa
108,43.5,5,5800,03,09,wa
159,61.6,5,5800,04,09,wa
129,65.8,5,5800,05,09,wa
100,58.2,5,5800,06,09,wa
58,19.3,5,5800,01,10,wa
73,27.7,5,5800,02,10,wa
88,32.2,5,5800,03,10,wa
118,41.3,5,5800,04,10,wa
113,51.3,5,5800,05,10,wa
100,53.7,5,5800,06,10,wa
78,22.9,5,5800,01,11,wa
80,31.7,5,5800,02,11,wa
141,41.7,5,5800,03,11,wa
155,57.8,5,5800,04,11,wa
173,64.9,5,5800,05,11,wa
145,67.2,5,5800,06,11,wa
70,20.9,5,5800,01,12,wa
116,40.3,5,5800,02,12,wa
168,58.6,5,5800,03,12,wa
195,75.8,5,5800,04,12,wa
160,78.2,5,5800,05,12,wa
125,70.2,5,5800,06,12,wa
83,24.4,5,5800,01,13,wa
94,32.0,5,5800,02,13,wa
114,40.9,5,5800,03,13,wa
112,49.8,5,5800,04,13,wa
121,56.9,5,5800,05,13,wa
76,41.1,5,5800,06,13,wa
47,15.9,5,5800,01,14,wa
85,29.5,5,5800,02,14,wa
136,50.0,5,5800,03,14,wa
151,64.0,5,5800,04,14,wa
147,71.2,5,5800,05,14,wa
96,53.4,5,5800,06,14,wa
42,12.4,5,5800,01,15,wa
39,15.8,5,5800,02,15,wa
51,18.5,5,5800,03,15,wa
55,21.8,5,5800,04,15,wa
48,21.3,5,5800,05,15,wa
0,0.0,5,5800,06,15,wa
72,22.5,5,5800,01,16,wa
88,31.6,5,5800,02,16,wa
104,40.7,5,5800,03,16,wa
126,57.8,5,5800,04,16,wa
97,47.1,5,5800,05,16,wa
42,21.1,5,5800,06,16,wa
22,4.5,4,4440,01,15,wa
13,5.0,4,4440,02,15,wa
0,0.0,4,4440,03,15,wa
1,0.4,4,4440,04,15,wa
0,0.0,4,4440,05,15,wa
0,0.0,4,4440,06,15,wa
56,16.7,4,4440,01,16,wa
55,21.5,4,4440,02,16,wa
63,26.6,4,4440,03,16,wa
71,33.6,4,4440,04,16,wa
33,17.5,4,4440,05,16,wa
0,0.0,4,4440,06,16,wa
25,6.4,4,3590,01,00,wa
52,12.4,4,3590,02,00,wa
57,16.3,4,3590,03,00,wa
50,18.8,4,3590,04,00,wa
12,5.9,4,3590,05,00,wa
0,0.0,4,3590,06,00,wa
27,5.8,4,3590,01,01,wa
33,7.9,4,3590,02,01,wa
38,10.2,4,3590,03,01,wa
26,10.1,4,3590,04,01,wa
6,2.4,4,3590,05,01,wa
0,0.0,4,3590,06,01,wa
35,9.0,4,3590,01,02,wa
48,12.3,4,3590,02,02,wa
50,15.1,4,3590,03,02,wa
51,18.0,4,3590,04,02,wa
14,6.4,4,3590,05,02,wa
0,0.0,4,3590,06,02,wa
36,6.5,4,3590,01,03,wa
51,14.7,4,3590,02,03,wa
50,14.9,4,3590,03,03,wa
42,15.3,4,3590,04,03,wa
17,7.3,4,3590,05,03,wa
0,0.0,4,3590,06,03,wa
36,8.1,4,3590,01,04,wa
41,11.1,4,3590,02,04,wa
46,13.3,4,3590,03,04,wa
27,10.3,4,3590,04,04,wa
0,0.0,4,3590,05,04,wa
0,0.0,4,3590,06,04,wa
21,4.5,4,3590,01,05,wa
23,7.3,4,3590,02,05,wa
22,7.2,4,3590,03,05,wa
20,7.1,4,3590,04,05,wa
0,0.0,4,3590,05,05,wa
0,0.0,4,3590,06,05,wa
46,9.2,4,3590,01,06,wa
82,19.1,4,3590,02,06,wa
73,19.8,4,3590,03,06,wa
66,23.3,4,3590,04,06,wa
33,13.5,4,3590,05,06,wa
0,0.0,4,3590,06,06,wa
52,12.5,4,3590,01,07,wa
57,17.0,4,3590,02,07,wa
68,19.7,4,3590,03,07,wa
37,15.9,4,3590,04,07,wa
11,5.3,4,3590,05,07,wa
0,0.0,4,3590,06,07,wa
60,11.2,4,3590,01,08,wa
70,16.1,4,3590,02,08,wa
60,18.2,4,3590,03,08,wa
57,17.1,4,3590,04,08,wa
37,13.9,4,3590,05,08,wa
0,0.0,4,3590,06,08,wa
41,5.7,4,3590,01,09,wa
35,9.3,4,3590,02,09,wa
36,10.3,4,3590,03,09,wa
41,13.5,4,3590,04,09,wa
14,7.4,4,3590,05,09,wa
0,0.0,4,3590,06,09,wa
33,6.7,4,3590,01,10,wa
48,12.5,4,3590,02,10,wa
53,14.6,4,3590,03,10,wa
40,13.6,4,3590,04,10,wa
20,8.8,4,3590,05,10,wa
0,0.0,4,3590,06,10,wa
36,7.5,4,3590,01,11,wa
33,10.3,4,3590,02,11,wa
57,12.5,4,3590,03,11,wa
54,17.9,4,3590,04,11,wa
38,14.5,4,3590,05,11,wa
0,0.0,4,3590,06,11,wa
34,8.7,4,3590,01,12,wa
50,15.0,4,3590,02,12,wa
58,18.5,4,3590,03,12,wa
58,23.2,4,3590,04,12,wa
22,9.3,4,3590,05,12,wa
0,0.0,4,3590,06,12,wa
41,10.6,4,3590,01,13,wa
45,12.7,4,3590,02,13,wa
50,14.3,4,3590,03,13,wa
35,13.4,4,3590,04,13,wa
5,3.6,4,3590,05,13,wa
0,0.0,4,3590,06,13,wa
5,2.2,4,3590,01,14,wa
18,4.9,4,3590,02,14,wa
59,15.2,4,3590,03,14,wa
36,15.8,4,3590,04,14,wa
9,5.5,4,3590,05,14,wa
0,0.0,4,3590,06,14,wa
24,6.8,4,3590,01,15,wa
31,9.5,4,3590,02,15,wa
27,10.2,4,3590,03,15,wa
1,0.5,4,3590,04,15,wa
0,0.0,4,3590,05,15,wa
0,0.0,4,3590,06,15,wa
33,9.1,4,3590,01,16,wa
49,14.6,4,3590,02,16,wa
40,14.6,4,3590,03,16,wa
33,14.8,4,3590,04,16,wa
0,0.0,4,3590,05,16,wa
0,0.0,4,3590,06,16,wa
,15.1,4,4510,01,00,wa
,27.7,4,4510,02,00,wa
,31.7,4,4510,03,00,wa
,35.4,4,4510,04,00,wa
,26.4,4,4510,05,00,wa
,6.8,4,4510,06,00,wa
,9.1,4,4510,01,01,wa
,12.0,4,4510,02,01,wa
,14.5,4,4510,03,01,wa
,16.2,4,4510,04,01,wa
,14.8,4,4510,05,01,wa
,0.0,4,4510,06,01,wa
,17.1,4,4510,01,02,wa
,27.2,4,4510,02,02,wa
,30.0,4,4510,03,02,wa
,37.0,4,4510,04,02,wa
,30.2,4,4510,05,02,wa
,7.9,4,4510,06,02,wa
,7.2,4,4510,01,03,wa
,10.7,4,4510,02,03,wa
,15.2,4,4510,03,03,wa
,24.1,4,4510,04,03,wa
,20.8,4,4510,05,03,wa
,0.6,4,4510,06,03,wa
,14.6,4,4510,01,04,wa
,22.0,4,4510,02,04,wa
,24.2,4,4510,03,04,wa
,24.1,4,4510,04,04,wa
,15.3,4,4510,05,04,wa
,0.0,4,4510,06,04,wa
,4.7,4,4510,01,05,wa
,4.1,4,4510,02,05,wa
,2.7,4,4510,03,05,wa
,2.6,4,4510,04,05,wa
,0.0,4,4510,05,05,wa
,0.0,4,4510,06,05,wa
,12.3,4,4510,01,06,wa
,26.4,4,4510,02,06,wa
,31.1,4,4510,03,06,wa
,35.7,4,4510,04,06,wa
,26.8,4,4510,05,06,wa
,2.7,4,4510,06,06,wa
59,17.5,4,4510,01,07,wa
71,23.3,4,4510,02,07,wa
99,30.4,4,4510,03,07,wa
69,29.1,4,4510,04,07,wa
46,21.4,4,4510,05,07,wa
0,0.0,4,4510,06,07,wa
81,17.2,4,4510,01,08,wa
114,28.4,4,4510,02,08,wa
103,37.6,4,4510,03,08,wa
128,45.3,4,4510,04,08,wa
109,44.5,4,4510,05,08,wa
47,22.2,4,4510,06,08,wa
55,11.5,4,4510,01,09,wa
59,18.2,4,4510,02,09,wa
77,20.4,4,4510,03,09,wa
113,30.1,4,4510,04,09,wa
82,29.0,4,4510,05,09,wa
23,11.0,4,4510,06,09,wa
46,12.2,4,4510,01,10,wa
61,18.5,4,4510,02,10,wa
66,20.7,4,4510,03,10,wa
88,27.2,4,4510,04,10,wa
74,28.1,4,4510,05,10,wa
46,17.8,4,4510,06,10,wa
60,15.7,4,4510,01,11,wa
51,18.0,4,4510,02,11,wa
104,25.7,4,4510,03,11,wa
109,37.7,4,4510,04,11,wa
113,44.9,4,4510,05,11,wa
77,32.4,4,4510,06,11,wa
41,10.4,4,4510,01,12,wa
71,19.0,4,4510,02,12,wa
102,28.1,4,4510,03,12,wa
130,43.6,4,4510,04,12,wa
88,36.8,4,4510,05,12,wa
39,16.7,4,4510,06,12,wa
65,16.6,4,4510,01,13,wa
77,22.6,4,4510,02,13,wa
87,27.3,4,4510,03,13,wa
78,30.1,4,4510,04,13,wa
65,26.2,4,4510,05,13,wa
14,6.5,4,4510,06,13,wa
17,6.7,4,4510,01,14,wa
43,13.1,4,4510,02,14,wa
80,24.9,4,4510,03,14,wa
82,31.7,4,4510,04,14,wa
62,26.4,4,4510,05,14,wa
4,1.9,4,4510,06,14,wa
28,7.0,4,4510,01,15,wa
28,9.7,4,4510,02,15,wa
28,9.3,4,4510,03,15,wa
23,7.6,4,4510,04,15,wa
4,2.0,4,4510,05,15,wa
0,0.0,4,4510,06,15,wa
54,15.6,4,4510,01,16,wa
67,22.2,4,4510,02,16,wa
71,27.2,4,4510,03,16,wa
81,31.9,4,4510,04,16,wa
49,21.2,4,4510,05,16,wa
0,0.0,4,4510,06,16,wa
,12.7,4,4700,01,00,wa
,19.7,4,4700,02,00,wa
,23.8,4,4700,03,00,wa
,28.1,4,4700,04,00,wa
,17.2,4,4700,05,00,wa
,0.0,4,4700,06,00,wa
,6.5,4,4700,01,01,wa
,8.6,4,4700,02,01,wa
,10.9,4,4700,03,01,wa
,10.8,4,4700,04,01,wa
,9.9,4,4700,05,01,wa
,0.0,4,4700,06,01,wa
,15.0,4,4700,01,02,wa
,22.8,4,4700,02,02,wa
,26.2,4,4700,03,02,wa
,28.0,4,4700,04,02,wa
,18.0,4,4700,05,02,wa
,0.0,4,4700,06,02,wa
,7.8,4,4700,01,03,wa
,11.1,4,4700,02,03,wa
,13.4,4,4700,03,03,wa
,13.5,4,4700,04,03,wa
,7.0,4,4700,05,03,wa
,0.0,4,4700,06,03,wa
39,10.7,4,4700,01,04,wa
57,17.4,4,4700,02,04,wa
59,20.5,4,4700,03,04,wa
49,18.8,4,4700,04,04,wa
16,6.5,4,4700,05,04,wa
0,0.0,4,4700,06,04,wa
15,4.6,4,4700,01,05,wa
13,4.8,4,4700,02,05,wa
11,4.7,4,4700,03,05,wa
7,1.7,4,4700,04,05,wa
0,0.0,4,4700,05,05,wa
0,0.0,4,4700,06,05,wa
24,7.3,4,4700,01,06,wa
64,20.1,4,4700,02,06,wa
67,23.1,4,4700,03,06,wa
67,25.1,4,4700,04,06,wa
45,19.3,4,4700,05,06,wa
0,0.0,4,4700,06,06,wa
41,10.8,4,4700,01,07,wa
51,15.2,4,4700,02,07,wa
74,20.4,4,4700,03,07,wa
40,15.7,4,4700,04,07,wa
9,4.3,4,4700,05,07,wa
0,0.0,4,4700,06,07,wa
35,10.6,4,4700,01,08,wa
84,21.5,4,4700,02,08,wa
74,26.0,4,4700,03,08,wa
100,33.1,4,4700,04,08,wa
82,35.4,4,4700,05,08,wa
10,4.7,4,4700,06,08,wa
43,9.8,4,4700,01,09,wa
42,13.4,4,4700,02,09,wa
48,16.4,4,4700,03,09,wa
64,22.1,4,4700,04,09,wa
35,14.6,4,4700,05,09,wa
0,0.0,4,4700,06,09,wa
28,8.0,4,4700,01,10,wa
39,11.3,4,4700,02,10,wa
45,14.6,4,4700,03,10,wa
40,15.4,4,4700,04,10,wa
25,8.5,4,4700,05,10,wa
0,0.0,4,4700,06,10,wa
46,11.5,4,4700,01,11,wa
52,16.6,4,4700,02,11,wa
64,19.9,4,4700,03,11,wa
71,26.3,4,4700,04,11,wa
95,34.2,4,4700,05,11,wa
41,18.0,4,4700,06,11,wa
25,8.1,4,4700,01,12,wa
42,13.0,4,4700,02,12,wa
75,21.0,4,4700,03,12,wa
78,28.0,4,4700,04,12,wa
39,16.1,4,4700,05,12,wa
0,0.0,4,4700,06,12,wa
39,9.6,4,4700,01,13,wa
48,14.2,4,4700,02,13,wa
58,17.6,4,4700,03,13,wa
41,16.0,4,4700,04,13,wa
15,7.2,4,4700,05,13,wa
0,0.0,4,4700,06,13,wa
25,7.0,4,4700,01,14,wa
42,10.9,4,4700,02,14,wa
51,15.4,4,4700,03,14,wa
48,18.1,4,4700,04,14,wa
26,10.6,4,4700,05,14,wa
0,0.0,4,4700,06,14,wa
21,5.5,4,4700,01,15,wa
23,8.6,4,4700,02,15,wa
14,6.2,4,4700,03,15,wa
1,0.2,4,4700,04,15,wa
0,0.0,4,4700,05,15,wa
0,0.0,4,4700,06,15,wa
47,12.6,4,4700,01,16,wa
58,19.9,4,4700,02,16,wa
52,21.2,4,4700,03,16,wa
54,22.7,4,4700,04,16,wa
0,0.0,4,4700,05,16,wa
0,0.0,4,4700,06,16,wa
40,10.6,4,3333,01,00,wa
32,10.6,4,3333,02,00,wa
22,9.4,4,3333,03,00,wa
0,0.0,4,3333,04,00,wa
24,6.2,4,3333,01,01,wa
25,7.9,4,3333,02,01,wa
0,0.0,4,3333,04,01,wa
33,9.5,4,3333,01,02,wa
36,13.2,4,3333,03,02,wa
0,0.0,4,3333,04,02,wa
8,2.9,4,3333,01,03,wa
10,2.8,4,3333,02,03,wa
0,0.0,4,3333,03,03,wa
0,0.0,4,3333,04,03,wa
30,7.6,4,3333,01,04,wa
26,8.8,4,3333,02,04,wa
2,1.0,4,3333,03,04,wa
0,0.0,4,3333,04,04,wa
1,0.8,4,3333,01,05,wa
0,0.0,4,3333,03,05,wa
0,0.0,4,3333,04,05,wa
0,0.0,4,3333,04,05,wa
22,5.6,4,3333,01,06,wa
26,7.1,4,3333,02,06,wa
16,6.0,4,3333,03,06,wa
0,0.0,4,3333,04,06,wa
23,6.1,4,3333,01,07,wa
35,8.6,4,3333,02,07,wa
0,0.0,4,3333,03,07,wa
0,0.0,4,3333,04,07,wa
56,13.2,4,3333,01,08,wa
54,17.2,4,3333,02,08,wa
52,20.4,4,3333,03,08,wa
37,17.2,4,3333,04,08,wa
14,4.8,4,3333,01,11,wa
17,4.8,4,3333,02,11,wa
13,5.3,4,3333,03,11,wa
7,2.1,4,3333,04,11,wa
11,2.4,4,3333,01,12,wa
16,4.2,4,3333,02,12,wa
19,6.9,4,3333,03,12,wa
0,0.0,4,3333,04,12,wa
26,6.2,4,3333,01,13,wa
29,7.8,4,3333,02,13,wa
11,4.4,4,3333,03,13,wa
0,0.0,4,3333,04,13,wa
18,2.5,4,3333,01,14,wa
21,5.9,4,3333,02,14,wa
1,0.2,4,3333,03,14,wa
8,2.4,4,3333,01,15,wa
0,0.0,4,3333,02,15,wa
0,0.0,4,3333,03,15,wa
17,5.7,4,3333,01,16,wa
6,0.6,4,3333,03,16,wa
76,24.2,4,4780,01,00,wa
80,29.6,4,4780,02,00,wa
93,37.4,4,4780,03,00,wa
61,29.4,4,4780,04,00,wa
16,8.2,4,4780,05,00,wa
49,14.6,4,4780,01,01,wa
52,19.6,4,4780,02,01,wa
62,23.0,4,4780,03,01,wa
56,26.2,4,4780,04,01,wa
0,0.0,4,4780,05,01,wa
98,30.4,4,4780,01,02,wa
100,35.0,4,4780,02,02,wa
121,44.4,4,4780,03,02,wa
102,49.6,4,4780,05,02,wa
68,35.0,4,4780,05,02,wa
62,20.4,4,4780,01,03,wa
70,23.8,4,4780,02,03,wa
90,34.0,4,4780,03,03,wa
69,29.8,4,4780,04,03,wa
45,22.6,4,4780,05,03,wa
83,24.6,4,4780,01,04,wa
81,29.0,4,4780,02,04,wa
82,33.0,4,4780,03,04,wa
50,23.4,4,4780,04,04,wa
0,0.0,4,4780,05,04,wa
32,10.4,4,4780,01,05,wa
32,13.2,4,4780,02,05,wa
51,14.8,4,4780,03,05,wa
28,9.8,4,4780,04,05,wa
85,23.0,4,4780,01,06,wa
118,38.8,4,4780,03,06,wa
94,34.5,4,4780,03,06,wa
80,39.0,4,4780,04,06,wa
41,22.0,4,4780,05,06,wa
88,32.3,4,4780,01,07,wa
103,35.8,4,4780,02,07,wa
81,39.6,4,4780,03,07,wa
78,37.4,4,4780,04,07,wa
42,22.6,4,4780,05,07,wa
100,28.8,4,4780,02,08,wa
97,37.1,4,4780,02,08,wa
105,40.3,4,4780,03,08,wa
94,42.6,4,4780,05,08,wa
55,30.0,4,4780,05,08,wa
64,20.5,4,4780,01,11,wa
95,27.1,4,4780,03,11,wa
110,37.7,4,4780,04,11,wa
102,38.3,4,4780,04,11,wa
97,29.9,4,4780,01,12,wa
108,38.2,4,4780,02,12,wa
137,51.1,4,4780,03,12,wa
112,47.0,4,4780,04,12,wa
76,24.4,4,4780,02,13,wa
81,28.5,4,4780,03,13,wa
71,31.2,4,4780,03,13,wa
70,31.4,4,4780,05,13,wa
59,13.8,4,4780,01,14,wa
112,29.9,4,4780,03,14,wa
115,53.3,4,4780,04,14,wa
104,40.6,4,4780,04,14,wa
62,20.0,4,4780,01,15,wa
70,25.6,4,4780,02,15,wa
68,26.3,4,4780,03,15,wa
54,23.0,4,4780,05,15,wa
85,35.2,4,4780,02,16,wa
93,31.2,4,4780,02,16,wa
105,41.6,4,4780,04,16,wa
72,33.8,4,4780,04,16,wa
,15.6,4,4890,01,00,wa
,25.0,4,4890,02,00,wa
,31.2,4,4890,03,00,wa
,38.5,4,4890,04,00,wa
,33.3,4,4890,05,00,wa
,18.0,4,4890,06,00,wa
,8.4,4,4890,01,01,wa
,13.4,4,4890,02,01,wa
,18.0,4,4890,03,01,wa
,23.1,4,4890,04,01,wa
,21.8,4,4890,05,01,wa
,1.2,4,4890,06,01,wa
,19.9,4,4890,01,02,wa
,32.0,4,4890,02,02,wa
,41.4,4,4890,03,02,wa
,49.0,4,4890,04,02,wa
,49.1,4,4890,05,02,wa
,35.5,4,4890,06,02,wa
44,10.5,4,4890,01,03,wa
68,23.3,4,4890,02,03,wa
74,25.9,4,4890,03,03,wa
,35.9,4,4890,04,03,wa
,34.2,4,4890,05,03,wa
,19.6,4,4890,06,03,wa
,16.7,4,4890,01,04,wa
84,23.7,4,4890,02,04,wa
77,26.0,4,4890,03,04,wa
79,30.4,4,4890,04,04,wa
51,23.6,4,4890,05,04,wa
13,5.0,4,4890,06,04,wa
33,9.0,4,4890,01,05,wa
34,10.6,4,4890,02,05,wa
36,11.1,4,4890,03,05,wa
59,15.6,4,4890,04,05,wa
31,13.0,4,4890,05,05,wa
0,0.0,4,4890,06,05,wa
47,11.3,4,4890,01,06,wa
112,27.8,4,4890,02,06,wa
111,36.6,4,4890,03,06,wa
97,41.3,4,4890,04,06,wa
75,37.7,4,4890,05,06,wa
36,20.4,4,4890,06,06,wa
78,23.3,4,4890,01,07,wa
91,31.4,4,4890,02,07,wa
102,35.8,4,4890,03,07,wa
91,38.8,4,4890,04,07,wa
72,33.9,4,4890,05,07,wa
32,13.9,4,4890,06,07,wa
78,16.4,4,4890,01,08,wa
98,24.8,4,4890,02,08,wa
95,31.9,4,4890,03,08,wa
103,34.3,4,4890,04,08,wa
85,32.6,4,4890,05,08,wa
41,17.1,4,4890,06,08,wa
51,9.1,4,4890,01,09,wa
65,19.6,4,4890,02,09,wa
63,21.6,4,4890,03,09,wa
78,27.6,4,4890,04,09,wa
64,29.5,4,4890,05,09,wa
24,12.5,4,4890,06,09,wa
46,14.8,4,4890,01,10,wa
59,22.4,4,4890,02,10,wa
60,24.6,4,4890,03,10,wa
65,28.2,4,4890,04,10,wa
56,27.4,4,4890,05,10,wa
28,18.5,4,4890,06,10,wa
51,14.3,4,4890,01,11,wa
62,22.5,4,4890,02,11,wa
95,29.5,4,4890,03,11,wa
106,44.0,4,4890,04,11,wa
102,48.7,4,4890,05,11,wa
69,37.4,4,4890,06,11,wa
69,19.1,4,4890,01,12,wa
95,33.3,4,4890,02,12,wa
112,38.7,4,4890,03,12,wa
130,50.3,4,4890,04,12,wa
102,51.5,4,4890,05,12,wa
62,35.1,4,4890,06,12,wa
59,17.8,4,4890,01,13,wa
73,25.2,4,4890,02,13,wa
84,30.1,4,4890,03,13,wa
73,33.5,4,4890,04,13,wa
66,32.2,4,4890,05,13,wa
24,14.4,4,4890,06,13,wa
27,8.0,4,4890,01,14,wa
48,15.2,4,4890,02,14,wa
108,29.2,4,4890,03,14,wa
105,42.5,4,4890,04,14,wa
90,45.2,4,4890,05,14,wa
44,24.6,4,4890,06,14,wa
49,15.2,4,4890,01,15,wa
62,23.2,4,4890,02,15,wa
66,25.1,4,4890,03,15,wa
60,26.7,4,4890,04,15,wa
51,23.8,4,4890,05,15,wa
1,0.3,4,4890,06,15,wa
58,18.0,4,4890,01,16,wa
92,27.3,4,4890,02,16,wa
95,33.7,4,4890,03,16,wa
103,42.8,4,4890,04,16,wa
71,35.1,4,4890,05,16,wa
26,12.9,4,4890,06,16,wa
37,13.9,4,3810,01,00,wa
68,24.9,4,3810,02,00,wa
77,29.6,4,3810,03,00,wa
87,39.3,4,3810,04,00,wa
57,26.1,4,3810,05,00,wa
6,1.6,4,3810,06,00,wa
20,7.4,4,3810,01,01,wa
36,10.5,4,3810,02,01,wa
42,15.6,4,3810,03,01,wa
44,19.1,4,3810,04,01,wa
39,15.6,4,3810,05,01,wa
